ticket_subject,ticket_description,category,subcategory,device_type,tags
Monitor not displaying image,Monitor remains black even though the computer is on and cable is connected.,hardware,monitor,monitor,"hardware,monitor,procurement,low"
Application license expired,Users are getting a license expiry message and cannot use the application.,access,application,desktop,"access,application,production,medium"
CRM access needed for new sales rep,New sales team member needs access provisioned in the CRM system.,software,CRM,desktop,"software,CRM,r&d,high"
VPN client fails to connect,The VPN client returns an authentication error when trying to connect from home.,access,VPN,laptop,"access,VPN,procurement,medium"
Printer calibration needed,Print outputs are misaligned and colors are off. The printer needs calibration.,hardware,printer,printer,"hardware,printer,it,medium"
VPN client fails to connect,The VPN client returns an authentication error when trying to connect from home.,access,VPN,laptop,"access,VPN,sales,medium"
Tablet app crashes on launch,The required business app crashes immediately upon opening on this tablet.,hardware,tablet,tablet,"hardware,tablet,operations,medium"
Scanner producing blurry images,Scanned documents are coming out blurry regardless of quality settings.,software,scanner,desktop,"software,scanner,it,high"
Application access needed for new employee,Please grant application access to a new team member starting Monday.,access,application,desktop,"access,application,logistics,medium"
Laptop fan making loud noise,The cooling fan on my laptop is very loud and seems to be running at full speed constantly.,hardware,laptop,laptop,"hardware,laptop,hr,high"
DNS cache needs flushing,Stale DNS entries are causing users to reach old server addresses.,network,DNS,server,"network,DNS,finance,medium"
VPN client fails to connect,The VPN client returns an authentication error when trying to connect from home.,access,VPN,laptop,"access,VPN,sales,high"
Scanner not detected by computer,The document scanner is connected but not recognized by the workstation.,software,scanner,desktop,"software,scanner,it,medium"
IT equipment inventory request,Need a current list of all IT equipment assigned to the department.,other,test,desktop,"other,test,sales,medium"
DNS cache needs flushing,Stale DNS entries are causing users to reach old server addresses.,network,DNS,server,"network,DNS,operations,high"
LAN cable damaged and needs replacement,The LAN cable running to my workstation is damaged and needs replacing.,network,LAN,server,"network,LAN,procurement,low"
Laptop fan making loud noise,The cooling fan on my laptop is very loud and seems to be running at full speed constantly.,hardware,laptop,laptop,"hardware,laptop,finance,high"
Laptop touchpad not working,The touchpad on my laptop is unresponsive. I am currently using a USB mouse as a workaround.,hardware,laptop,laptop,"hardware,laptop,finance,high"
DNS resolution failing for internal domains,Users cannot resolve internal domain names. External sites work fine.,network,DNS,server,"network,DNS,it,high"
IT equipment inventory request,Need a current list of all IT equipment assigned to the department.,other,unicode,desktop,"other,unicode,legal,critical"
Laptop docking station not recognized,"When docking my laptop, external monitors and peripherals are not detected.",hardware,laptop,laptop,"hardware,laptop,r&d,medium"
WiFi password changed and users locked out,WiFi credentials were changed and users have not received the new password.,network,WiFi,tablet,"network,WiFi,marketing,medium"
Desktop running extremely slow,Applications are taking over 5 minutes to load on this desktop PC.,hardware,desktop,desktop,"hardware,desktop,production,high"
IT support during office move,Requesting IT support to assist with equipment setup during office relocation.,other,general,desktop,"other,general,logistics,medium"
Scanner not detected by computer,The document scanner is connected but not recognized by the workstation.,software,scanner,desktop,"software,scanner,marketing,medium"
IoT sensor offline,An IoT sensor in the server room has gone offline and is not reporting data.,hardware,IoT sensor,IoT sensor,"hardware,IoT sensor,logistics,critical"
Password policy confusion,User is unsure of current password requirements and needs guidance.,access,password,desktop,"access,password,it,medium"
IoT sensor giving incorrect readings,Temperature sensor readings seem unreliable and inconsistent with actual conditions.,hardware,IoT sensor,IoT sensor,"hardware,IoT sensor,operations,high"
Laptop fan making loud noise,The cooling fan on my laptop is very loud and seems to be running at full speed constantly.,hardware,laptop,laptop,"hardware,laptop,legal,medium"
Firewall blocking legitimate traffic,The firewall is blocking access to a required external API endpoint.,network,firewall,server,"network,firewall,support,high"
Account locked after failed attempts,Account has been locked after multiple failed login attempts. Please unlock.,access,password,desktop,"access,password,marketing,high"
IT equipment inventory request,Need a current list of all IT equipment assigned to the department.,other,test,desktop,"other,test,finance,high"
CRM access needed for new sales rep,New sales team member needs access provisioned in the CRM system.,software,CRM,desktop,"software,CRM,logistics,medium"
